Rxn name	Formula	Gene-reaction association	LB	UB	Objective
draw_prot_G2THA1	45.6488 prot_pool[c]  -> prot_G2THA1[c] 	Bcoa_0783	  0.00	   Inf	  0.00
draw_prot_G2THA3	12.1218 prot_pool[c]  -> prot_G2THA3[c] 	Bcoa_0785	  0.00	   Inf	  0.00
draw_prot_G2THA4	12.1943 prot_pool[c]  -> prot_G2THA4[c] 	Bcoa_0786	  0.00	   Inf	  0.00
draw_prot_G2THD1	17.2659 prot_pool[c]  -> prot_G2THD1[c] 	Bcoa_1052	  0.00	   Inf	  0.00
draw_prot_G2THD5	36.1163 prot_pool[c]  -> prot_G2THD5[c] 	Bcoa_1056	  0.00	   Inf	  0.00
draw_prot_G2THD8	41.3963 prot_pool[c]  -> prot_G2THD8[c] 	Bcoa_1059	  0.00	   Inf	  0.00
draw_prot_G2THE0	43.3298 prot_pool[c]  -> prot_G2THE0[c] 	Bcoa_1061	  0.00	   Inf	  0.00
draw_prot_G2THE2	46.0226 prot_pool[c]  -> prot_G2THE2[c] 	Bcoa_1063	  0.00	   Inf	  0.00
draw_prot_G2THH9	65.7829 prot_pool[c]  -> prot_G2THH9[c] 	Bcoa_1102	  0.00	   Inf	  0.00
draw_prot_G2THI0	48.3614 prot_pool[c]  -> prot_G2THI0[c] 	Bcoa_1103	  0.00	   Inf	  0.00
draw_prot_G2THJ0	37.3353 prot_pool[c]  -> prot_G2THJ0[c] 	Bcoa_1115	  0.00	   Inf	  0.00
draw_prot_G2THJ1	51.9611 prot_pool[c]  -> prot_G2THJ1[c] 	Bcoa_1116	  0.00	   Inf	  0.00
draw_prot_G2THK4	24.8784 prot_pool[c]  -> prot_G2THK4[c] 	Bcoa_1209	  0.00	   Inf	  0.00
draw_prot_G2THK5	26.3038 prot_pool[c]  -> prot_G2THK5[c] 	Bcoa_1210	  0.00	   Inf	  0.00
draw_prot_G2THK7	20.8729 prot_pool[c]  -> prot_G2THK7[c] 	Bcoa_1212	  0.00	   Inf	  0.00
draw_prot_G2THK8	31.5112 prot_pool[c]  -> prot_G2THK8[c] 	Bcoa_1213	  0.00	   Inf	  0.00
draw_prot_G2THL0	52.5649 prot_pool[c]  -> prot_G2THL0[c] 	Bcoa_1215	  0.00	   Inf	  0.00
draw_prot_G2THL3	19.8508 prot_pool[c]  -> prot_G2THL3[c] 	Bcoa_1222	  0.00	   Inf	  0.00
draw_prot_G2THL4	13.7347 prot_pool[c]  -> prot_G2THL4[c] 	Bcoa_1223	  0.00	   Inf	  0.00
draw_prot_G2THL5	30.6651 prot_pool[c]  -> prot_G2THL5[c] 	Bcoa_1224	  0.00	   Inf	  0.00
draw_prot_G2THL6	32.9594 prot_pool[c]  -> prot_G2THL6[c] 	Bcoa_1225	  0.00	   Inf	  0.00
draw_prot_G2THL8	27.9231 prot_pool[c]  -> prot_G2THL8[c] 	Bcoa_1227	  0.00	   Inf	  0.00
draw_prot_G2THM0	20.6506 prot_pool[c]  -> prot_G2THM0[c] 	Bcoa_1229	  0.00	   Inf	  0.00
draw_prot_G2THN7	35.1063 prot_pool[c]  -> prot_G2THN7[c] 	Bcoa_1246	  0.00	   Inf	  0.00
draw_prot_G2THN8	49.5033 prot_pool[c]  -> prot_G2THN8[c] 	Bcoa_1247	  0.00	   Inf	  0.00
draw_prot_G2THP6	31.356 prot_pool[c]  -> prot_G2THP6[c] 	Bcoa_1255	  0.00	   Inf	  0.00
draw_prot_G2THR2	120.789 prot_pool[c]  -> prot_G2THR2[c] 	Bcoa_1424	  0.00	   Inf	  0.00
draw_prot_G2THR6	59.7989 prot_pool[c]  -> prot_G2THR6[c] 	Bcoa_1428	  0.00	   Inf	  0.00
draw_prot_G2THS2	30.5154 prot_pool[c]  -> prot_G2THS2[c] 	Bcoa_1434	  0.00	   Inf	  0.00
draw_prot_G2THS3	23.3004 prot_pool[c]  -> prot_G2THS3[c] 	Bcoa_1435	  0.00	   Inf	  0.00
draw_prot_G2THS4	45.6797 prot_pool[c]  -> prot_G2THS4[c] 	Bcoa_1436	  0.00	   Inf	  0.00
draw_prot_G2THS5	34.0068 prot_pool[c]  -> prot_G2THS5[c] 	Bcoa_1437	  0.00	   Inf	  0.00
draw_prot_G2THS8	22.0522 prot_pool[c]  -> prot_G2THS8[c] 	Bcoa_1440	  0.00	   Inf	  0.00
draw_prot_G2THT7	15.7299 prot_pool[c]  -> prot_G2THT7[c] 	Bcoa_1449	  0.00	   Inf	  0.00
draw_prot_G2THT9	45.2718 prot_pool[c]  -> prot_G2THT9[c] 	Bcoa_1451	  0.00	   Inf	  0.00
draw_prot_G2THU0	23.0307 prot_pool[c]  -> prot_G2THU0[c] 	Bcoa_1452	  0.00	   Inf	  0.00
draw_prot_G2THU3	26.9509 prot_pool[c]  -> prot_G2THU3[c] 	Bcoa_1455	  0.00	   Inf	  0.00
draw_prot_G2THU4	7.1216 prot_pool[c]  -> prot_G2THU4[c] 	Bcoa_1456	  0.00	   Inf	  0.00
draw_prot_G2THU5	19.6256 prot_pool[c]  -> prot_G2THU5[c] 	Bcoa_1457	  0.00	   Inf	  0.00
draw_prot_G2THU6	20.1942 prot_pool[c]  -> prot_G2THU6[c] 	Bcoa_1458	  0.00	   Inf	  0.00
draw_prot_G2THU7	55.1076 prot_pool[c]  -> prot_G2THU7[c] 	Bcoa_1459	  0.00	   Inf	  0.00
draw_prot_G2THU8	31.9191 prot_pool[c]  -> prot_G2THU8[c] 	Bcoa_1460	  0.00	   Inf	  0.00
draw_prot_G2THU9	51.6173 prot_pool[c]  -> prot_G2THU9[c] 	Bcoa_1461	  0.00	   Inf	  0.00
draw_prot_G2THV0	15.2082 prot_pool[c]  -> prot_G2THV0[c] 	Bcoa_1462	  0.00	   Inf	  0.00
draw_prot_G2THV3	46.6486 prot_pool[c]  -> prot_G2THV3[c] 	Bcoa_1465	  0.00	   Inf	  0.00
draw_prot_G2THW0	15.5772 prot_pool[c]  -> prot_G2THW0[c] 	Bcoa_1472	  0.00	   Inf	  0.00
draw_prot_G2THX3	39.4628 prot_pool[c]  -> prot_G2THX3[c] 	Bcoa_1485	  0.00	   Inf	  0.00
draw_prot_G2THX4	50.3601 prot_pool[c]  -> prot_G2THX4[c] 	Bcoa_1486	  0.00	   Inf	  0.00
draw_prot_G2THX6	88.3133 prot_pool[c]  -> prot_G2THX6[c] 	Bcoa_1488	  0.00	   Inf	  0.00
draw_prot_G2THY2	65.4077 prot_pool[c]  -> prot_G2THY2[c] 	Bcoa_1494	  0.00	   Inf	  0.00
draw_prot_G2THY4	25.1505 prot_pool[c]  -> prot_G2THY4[c] 	Bcoa_1496	  0.00	   Inf	  0.00
draw_prot_G2TI09	43.5892 prot_pool[c]  -> prot_G2TI09[c] 	Bcoa_1747	  0.00	   Inf	  0.00
draw_prot_G2TI15	25.3698 prot_pool[c]  -> prot_G2TI15[c] 	Bcoa_1753	  0.00	   Inf	  0.00
draw_prot_G2TI16	31.8622 prot_pool[c]  -> prot_G2TI16[c] 	Bcoa_1754	  0.00	   Inf	  0.00
draw_prot_G2TI28	31.5284 prot_pool[c]  -> prot_G2TI28[c] 	Bcoa_1766	  0.00	   Inf	  0.00
draw_prot_G2TI29	14.2706 prot_pool[c]  -> prot_G2TI29[c] 	Bcoa_1767	  0.00	   Inf	  0.00
draw_prot_G2TI30	55.3833 prot_pool[c]  -> prot_G2TI30[c] 	Bcoa_1768	  0.00	   Inf	  0.00
draw_prot_G2TI31	32.798 prot_pool[c]  -> prot_G2TI31[c] 	Bcoa_1769	  0.00	   Inf	  0.00
draw_prot_G2TI32	32.5845 prot_pool[c]  -> prot_G2TI32[c] 	Bcoa_1770	  0.00	   Inf	  0.00
draw_prot_G2TI37	37.4663 prot_pool[c]  -> prot_G2TI37[c] 	Bcoa_1775	  0.00	   Inf	  0.00
draw_prot_G2TI39	70.0877 prot_pool[c]  -> prot_G2TI39[c] 	Bcoa_1777	  0.00	   Inf	  0.00
draw_prot_G2TI65	22.9427 prot_pool[c]  -> prot_G2TI65[c] 	Bcoa_1126	  0.00	   Inf	  0.00
draw_prot_G2TI66	42.9905 prot_pool[c]  -> prot_G2TI66[c] 	Bcoa_1127	  0.00	   Inf	  0.00
draw_prot_G2TI69	77.5688 prot_pool[c]  -> prot_G2TI69[c] 	Bcoa_1130	  0.00	   Inf	  0.00
draw_prot_G2TI82	24.0552 prot_pool[c]  -> prot_G2TI82[c] 	Bcoa_1143	  0.00	   Inf	  0.00
draw_prot_G2TIC6	24.6552 prot_pool[c]  -> prot_G2TIC6[c] 	Bcoa_1187	  0.00	   Inf	  0.00
draw_prot_G2TIC8	16.8873 prot_pool[c]  -> prot_G2TIC8[c] 	Bcoa_1189	  0.00	   Inf	  0.00
draw_prot_G2TIC9	24.446 prot_pool[c]  -> prot_G2TIC9[c] 	Bcoa_1190	  0.00	   Inf	  0.00
draw_prot_G2TIE3	24.5128 prot_pool[c]  -> prot_G2TIE3[c] 	Bcoa_1272	  0.00	   Inf	  0.00
draw_prot_G2TIG8	40.2403 prot_pool[c]  -> prot_G2TIG8[c] 	Bcoa_1299	  0.00	   Inf	  0.00
draw_prot_G2TIG9	22.8773 prot_pool[c]  -> prot_G2TIG9[c] 	Bcoa_1300	  0.00	   Inf	  0.00
draw_prot_G2TIH0	43.6357 prot_pool[c]  -> prot_G2TIH0[c] 	Bcoa_1301	  0.00	   Inf	  0.00
draw_prot_G2TIH1	16.4528 prot_pool[c]  -> prot_G2TIH1[c] 	Bcoa_1302	  0.00	   Inf	  0.00
draw_prot_G2TIH9	47.5503 prot_pool[c]  -> prot_G2TIH9[c] 	Bcoa_1310	  0.00	   Inf	  0.00
draw_prot_G2TIL0	89.8243 prot_pool[c]  -> prot_G2TIL0[c] 	Bcoa_1341	  0.00	   Inf	  0.00
draw_prot_G2TIL8	41.9306 prot_pool[c]  -> prot_G2TIL8[c] 	Bcoa_1503	  0.00	   Inf	  0.00
draw_prot_G2TIP8	55.5213 prot_pool[c]  -> prot_G2TIP8[c] 	Bcoa_1536	  0.00	   Inf	  0.00
draw_prot_G2TIP9	31.0121 prot_pool[c]  -> prot_G2TIP9[c] 	Bcoa_1537	  0.00	   Inf	  0.00
draw_prot_G2TIQ0	57.8545 prot_pool[c]  -> prot_G2TIQ0[c] 	Bcoa_1538	  0.00	   Inf	  0.00
draw_prot_G2TIT2	26.0264 prot_pool[c]  -> prot_G2TIT2[c] 	Bcoa_1349	  0.00	   Inf	  0.00
draw_prot_G2TIU4	38.4775 prot_pool[c]  -> prot_G2TIU4[c] 	Bcoa_1361	  0.00	   Inf	  0.00
draw_prot_G2TIU5	24.2167 prot_pool[c]  -> prot_G2TIU5[c] 	Bcoa_1362	  0.00	   Inf	  0.00
draw_prot_G2TIU6	30.7692 prot_pool[c]  -> prot_G2TIU6[c] 	Bcoa_1363	  0.00	   Inf	  0.00
draw_prot_G2TIV0	40.0293 prot_pool[c]  -> prot_G2TIV0[c] 	Bcoa_1367	  0.00	   Inf	  0.00
draw_prot_G2TIV7	70.6322 prot_pool[c]  -> prot_G2TIV7[c] 	Bcoa_1374	  0.00	   Inf	  0.00
draw_prot_G2TIW9	44.6536 prot_pool[c]  -> prot_G2TIW9[c] 	Bcoa_1386	  0.00	   Inf	  0.00
draw_prot_G2TIX4	29.4634 prot_pool[c]  -> prot_G2TIX4[c] 	Bcoa_1391	  0.00	   Inf	  0.00
draw_prot_G2TIY9	35.0486 prot_pool[c]  -> prot_G2TIY9[c] 	Bcoa_1406	  0.00	   Inf	  0.00
draw_prot_G2TIZ8	32.1643 prot_pool[c]  -> prot_G2TIZ8[c] 	Bcoa_1415	  0.00	   Inf	  0.00
draw_prot_G2TJ01	45.7053 prot_pool[c]  -> prot_G2TJ01[c] 	Bcoa_1418	  0.00	   Inf	  0.00
draw_prot_G2TJ03	41.1569 prot_pool[c]  -> prot_G2TJ03[c] 	Bcoa_1420	  0.00	   Inf	  0.00
draw_prot_G2TJ18	41.8115 prot_pool[c]  -> prot_G2TJ18[c] 	Bcoa_1580	  0.00	   Inf	  0.00
draw_prot_G2TJ41	17.5972 prot_pool[c]  -> prot_G2TJ41[c] 	Bcoa_1607	  0.00	   Inf	  0.00
draw_prot_G2TJ42	42.7337 prot_pool[c]  -> prot_G2TJ42[c] 	Bcoa_1608	  0.00	   Inf	  0.00
draw_prot_G2TJ43	49.7004 prot_pool[c]  -> prot_G2TJ43[c] 	Bcoa_1609	  0.00	   Inf	  0.00
draw_prot_G2TJ44	26.7243 prot_pool[c]  -> prot_G2TJ44[c] 	Bcoa_1610	  0.00	   Inf	  0.00
draw_prot_G2TJ45	9.6189 prot_pool[c]  -> prot_G2TJ45[c] 	Bcoa_1611	  0.00	   Inf	  0.00
draw_prot_G2TJ46	24.639 prot_pool[c]  -> prot_G2TJ46[c] 	Bcoa_1612	  0.00	   Inf	  0.00
draw_prot_G2TJ47	81.0678 prot_pool[c]  -> prot_G2TJ47[c] 	Bcoa_1613	  0.00	   Inf	  0.00
draw_prot_G2TJ48	51.3813 prot_pool[c]  -> prot_G2TJ48[c] 	Bcoa_1614	  0.00	   Inf	  0.00
draw_prot_G2TJ49	36.5934 prot_pool[c]  -> prot_G2TJ49[c] 	Bcoa_1615	  0.00	   Inf	  0.00
draw_prot_G2TJ50	21.8051 prot_pool[c]  -> prot_G2TJ50[c] 	Bcoa_1616	  0.00	   Inf	  0.00
draw_prot_G2TJ51	55.0271 prot_pool[c]  -> prot_G2TJ51[c] 	Bcoa_1617	  0.00	   Inf	  0.00
draw_prot_G2TJ52	45.1614 prot_pool[c]  -> prot_G2TJ52[c] 	Bcoa_1618	  0.00	   Inf	  0.00
draw_prot_G2TJ54	66.0859 prot_pool[c]  -> prot_G2TJ54[c] 	Bcoa_1620	  0.00	   Inf	  0.00
draw_prot_G2TJ62	60.7777 prot_pool[c]  -> prot_G2TJ62[c] 	Bcoa_1628	  0.00	   Inf	  0.00
draw_prot_G2TJ63	47.2117 prot_pool[c]  -> prot_G2TJ63[c] 	Bcoa_1629	  0.00	   Inf	  0.00
draw_prot_G2TJ71	33.4392 prot_pool[c]  -> prot_G2TJ71[c] 	Bcoa_1637	  0.00	   Inf	  0.00
draw_prot_G2TJ86	28.2998 prot_pool[c]  -> prot_G2TJ86[c] 	Bcoa_1654	  0.00	   Inf	  0.00
draw_prot_G2TJ87	30.2952 prot_pool[c]  -> prot_G2TJ87[c] 	Bcoa_1655	  0.00	   Inf	  0.00
draw_prot_G2TJ95	27.9391 prot_pool[c]  -> prot_G2TJ95[c] 	Bcoa_1663	  0.00	   Inf	  0.00
draw_prot_G2TJ98	36.5255 prot_pool[c]  -> prot_G2TJ98[c] 	Bcoa_1666	  0.00	   Inf	  0.00
draw_prot_G2TJA3	22.3369 prot_pool[c]  -> prot_G2TJA3[c] 	Bcoa_1671	  0.00	   Inf	  0.00
draw_prot_G2TJC2	25.4178 prot_pool[c]  -> prot_G2TJC2[c] 	Bcoa_1690	  0.00	   Inf	  0.00
draw_prot_G2TJC4	44.34 prot_pool[c]  -> prot_G2TJC4[c] 	Bcoa_1692	  0.00	   Inf	  0.00
draw_prot_G2TJC5	45.9386 prot_pool[c]  -> prot_G2TJC5[c] 	Bcoa_1693	  0.00	   Inf	  0.00
draw_prot_G2TJC6	22.4895 prot_pool[c]  -> prot_G2TJC6[c] 	Bcoa_1694	  0.00	   Inf	  0.00
draw_prot_G2TJC7	14.4123 prot_pool[c]  -> prot_G2TJC7[c] 	Bcoa_1695	  0.00	   Inf	  0.00
draw_prot_G2TJC8	87.61 prot_pool[c]  -> prot_G2TJC8[c] 	Bcoa_1696	  0.00	   Inf	  0.00
draw_prot_G2TJD1	36.3251 prot_pool[c]  -> prot_G2TJD1[c] 	Bcoa_1699	  0.00	   Inf	  0.00
draw_prot_G2TJD6	19.5836 prot_pool[c]  -> prot_G2TJD6[c] 	Bcoa_1704	  0.00	   Inf	  0.00
draw_prot_G2TJE6	9.0022 prot_pool[c]  -> prot_G2TJE6[c] 	Bcoa_1714	  0.00	   Inf	  0.00
draw_prot_G2TJF5	42.6144 prot_pool[c]  -> prot_G2TJF5[c] 	Bcoa_0001	  0.00	   Inf	  0.00
draw_prot_G2TJF6	33.9263 prot_pool[c]  -> prot_G2TJF6[c] 	Bcoa_0002	  0.00	   Inf	  0.00
draw_prot_G2TJG4	36.1132 prot_pool[c]  -> prot_G2TJG4[c] 	Bcoa_0010	  0.00	   Inf	  0.00
draw_prot_G2TJH6	42.1792 prot_pool[c]  -> prot_G2TJH6[c] 	Bcoa_0022	  0.00	   Inf	  0.00
draw_prot_G2TJH7	29.8303 prot_pool[c]  -> prot_G2TJH7[c] 	Bcoa_0023	  0.00	   Inf	  0.00
draw_prot_G2TJH8	30.8011 prot_pool[c]  -> prot_G2TJH8[c] 	Bcoa_0024	  0.00	   Inf	  0.00
draw_prot_G2TJI0	26.168 prot_pool[c]  -> prot_G2TJI0[c] 	Bcoa_0026	  0.00	   Inf	  0.00
draw_prot_G2TJM4	31.6563 prot_pool[c]  -> prot_G2TJM4[c] 	Bcoa_0070	  0.00	   Inf	  0.00
draw_prot_G2TJM5	41.5314 prot_pool[c]  -> prot_G2TJM5[c] 	Bcoa_0071	  0.00	   Inf	  0.00
draw_prot_G2TJP3	26.2029 prot_pool[c]  -> prot_G2TJP3[c] 	Bcoa_0089	  0.00	   Inf	  0.00
draw_prot_G2TJP4	32.7721 prot_pool[c]  -> prot_G2TJP4[c] 	Bcoa_0090	  0.00	   Inf	  0.00
draw_prot_G2TJP5	41.022 prot_pool[c]  -> prot_G2TJP5[c] 	Bcoa_0091	  0.00	   Inf	  0.00
draw_prot_G2TJP8	30.6774 prot_pool[c]  -> prot_G2TJP8[c] 	Bcoa_0094	  0.00	   Inf	  0.00
draw_prot_G2TJP9	23.7989 prot_pool[c]  -> prot_G2TJP9[c] 	Bcoa_0095	  0.00	   Inf	  0.00
draw_prot_G2TJQ3	24.9665 prot_pool[c]  -> prot_G2TJQ3[c] 	Bcoa_0099	  0.00	   Inf	  0.00
draw_prot_G2TJQ4	23.2739 prot_pool[c]  -> prot_G2TJQ4[c] 	Bcoa_0100	  0.00	   Inf	  0.00
draw_prot_G2TJR2	43.8892 prot_pool[c]  -> prot_G2TJR2[c] 	Bcoa_0108	  0.00	   Inf	  0.00
draw_prot_G2TJR4	23.5637 prot_pool[c]  -> prot_G2TJR4[c] 	Bcoa_0110	  0.00	   Inf	  0.00
draw_prot_G2TJT3	21.7379 prot_pool[c]  -> prot_G2TJT3[c] 	Bcoa_0129	  0.00	   Inf	  0.00
draw_prot_G2TJT6	30.9261 prot_pool[c]  -> prot_G2TJT6[c] 	Bcoa_0132	  0.00	   Inf	  0.00
draw_prot_G2TJT7	47.6594 prot_pool[c]  -> prot_G2TJT7[c] 	Bcoa_0133	  0.00	   Inf	  0.00
draw_prot_G2TJT8	54.74 prot_pool[c]  -> prot_G2TJT8[c] 	Bcoa_0134	  0.00	   Inf	  0.00
draw_prot_G2TJU2	22.945 prot_pool[c]  -> prot_G2TJU2[c] 	Bcoa_0138	  0.00	   Inf	  0.00
draw_prot_G2TJU3	25.1619 prot_pool[c]  -> prot_G2TJU3[c] 	Bcoa_0139	  0.00	   Inf	  0.00
draw_prot_G2TJU4	43.3243 prot_pool[c]  -> prot_G2TJU4[c] 	Bcoa_0140	  0.00	   Inf	  0.00
draw_prot_G2TJU5	27.5078 prot_pool[c]  -> prot_G2TJU5[c] 	Bcoa_0141	  0.00	   Inf	  0.00
draw_prot_G2TJU6	117.581 prot_pool[c]  -> prot_G2TJU6[c] 	Bcoa_0142	  0.00	   Inf	  0.00
draw_prot_G2TJU7	40.0111 prot_pool[c]  -> prot_G2TJU7[c] 	Bcoa_0143	  0.00	   Inf	  0.00
draw_prot_G2TJU8	46.0403 prot_pool[c]  -> prot_G2TJU8[c] 	Bcoa_0144	  0.00	   Inf	  0.00
draw_prot_G2TJU9	33.292 prot_pool[c]  -> prot_G2TJU9[c] 	Bcoa_0145	  0.00	   Inf	  0.00
draw_prot_G2TJV0	20.2053 prot_pool[c]  -> prot_G2TJV0[c] 	Bcoa_0146	  0.00	   Inf	  0.00
draw_prot_G2TJX0	40.3307 prot_pool[c]  -> prot_G2TJX0[c] 	Bcoa_0166	  0.00	   Inf	  0.00
draw_prot_G2TJX2	49.028 prot_pool[c]  -> prot_G2TJX2[c] 	Bcoa_0168	  0.00	   Inf	  0.00
draw_prot_G2TJX3	35.5191 prot_pool[c]  -> prot_G2TJX3[c] 	Bcoa_0169	  0.00	   Inf	  0.00
draw_prot_G2TJX5	53.9483 prot_pool[c]  -> prot_G2TJX5[c] 	Bcoa_0171	  0.00	   Inf	  0.00
draw_prot_G2TJY2	32.0016 prot_pool[c]  -> prot_G2TJY2[c] 	Bcoa_0178	  0.00	   Inf	  0.00
draw_prot_G2TJZ1	18.2499 prot_pool[c]  -> prot_G2TJZ1[c] 	Bcoa_0187	  0.00	   Inf	  0.00
draw_prot_G2TJZ3	57.8196 prot_pool[c]  -> prot_G2TJZ3[c] 	Bcoa_1807	  0.00	   Inf	  0.00
draw_prot_G2TJZ4	50.3249 prot_pool[c]  -> prot_G2TJZ4[c] 	Bcoa_1808	  0.00	   Inf	  0.00
draw_prot_G2TJZ5	17.6031 prot_pool[c]  -> prot_G2TJZ5[c] 	Bcoa_1809	  0.00	   Inf	  0.00
draw_prot_G2TK20	77.1401 prot_pool[c]  -> prot_G2TK20[c] 	Bcoa_1834	  0.00	   Inf	  0.00
draw_prot_G2TK29	32.9502 prot_pool[c]  -> prot_G2TK29[c] 	Bcoa_1843	  0.00	   Inf	  0.00
draw_prot_G2TK32	62.3484 prot_pool[c]  -> prot_G2TK32[c] 	Bcoa_1846	  0.00	   Inf	  0.00
draw_prot_G2TK52	44.4307 prot_pool[c]  -> prot_G2TK52[c] 	Bcoa_1866	  0.00	   Inf	  0.00
draw_prot_G2TK55	72.5079 prot_pool[c]  -> prot_G2TK55[c] 	Bcoa_1869	  0.00	   Inf	  0.00
draw_prot_G2TK57	49.7397 prot_pool[c]  -> prot_G2TK57[c] 	Bcoa_1871	  0.00	   Inf	  0.00
draw_prot_G2TK58	7.5324 prot_pool[c]  -> prot_G2TK58[c] 	Bcoa_1872	  0.00	   Inf	  0.00
draw_prot_G2TK59	32.3958 prot_pool[c]  -> prot_G2TK59[c] 	Bcoa_1873	  0.00	   Inf	  0.00
draw_prot_G2TK60	27.5266 prot_pool[c]  -> prot_G2TK60[c] 	Bcoa_1874	  0.00	   Inf	  0.00
draw_prot_G2TK81	60.8673 prot_pool[c]  -> prot_G2TK81[c] 	Bcoa_2054	  0.00	   Inf	  0.00
draw_prot_G2TK82	62.339 prot_pool[c]  -> prot_G2TK82[c] 	Bcoa_2055	  0.00	   Inf	  0.00
draw_prot_G2TK83	19.0279 prot_pool[c]  -> prot_G2TK83[c] 	Bcoa_2056	  0.00	   Inf	  0.00
draw_prot_G2TK84	37.7194 prot_pool[c]  -> prot_G2TK84[c] 	Bcoa_2057	  0.00	   Inf	  0.00
draw_prot_G2TK85	55.9466 prot_pool[c]  -> prot_G2TK85[c] 	Bcoa_2058	  0.00	   Inf	  0.00
draw_prot_G2TK86	39.9155 prot_pool[c]  -> prot_G2TK86[c] 	Bcoa_2059	  0.00	   Inf	  0.00
draw_prot_G2TK87	51.139 prot_pool[c]  -> prot_G2TK87[c] 	Bcoa_2060	  0.00	   Inf	  0.00
draw_prot_G2TK88	22.4862 prot_pool[c]  -> prot_G2TK88[c] 	Bcoa_2061	  0.00	   Inf	  0.00
draw_prot_G2TK89	37.4727 prot_pool[c]  -> prot_G2TK89[c] 	Bcoa_2062	  0.00	   Inf	  0.00
draw_prot_G2TK99	26.3385 prot_pool[c]  -> prot_G2TK99[c] 	Bcoa_2072	  0.00	   Inf	  0.00
draw_prot_G2TKB9	51.8772 prot_pool[c]  -> prot_G2TKB9[c] 	Bcoa_2092	  0.00	   Inf	  0.00
draw_prot_G2TKC0	22.2323 prot_pool[c]  -> prot_G2TKC0[c] 	Bcoa_2093	  0.00	   Inf	  0.00
draw_prot_G2TKC1	36.5738 prot_pool[c]  -> prot_G2TKC1[c] 	Bcoa_2094	  0.00	   Inf	  0.00
draw_prot_G2TKC2	51.3344 prot_pool[c]  -> prot_G2TKC2[c] 	Bcoa_2095	  0.00	   Inf	  0.00
draw_prot_G2TKC3	43.2669 prot_pool[c]  -> prot_G2TKC3[c] 	Bcoa_2096	  0.00	   Inf	  0.00
draw_prot_G2TKC4	28.3742 prot_pool[c]  -> prot_G2TKC4[c] 	Bcoa_2097	  0.00	   Inf	  0.00
draw_prot_G2TKD5	53.42 prot_pool[c]  -> prot_G2TKD5[c] 	Bcoa_2108	  0.00	   Inf	  0.00
draw_prot_G2TKD6	168.353 prot_pool[c]  -> prot_G2TKD6[c] 	Bcoa_2109	  0.00	   Inf	  0.00
draw_prot_G2TKE4	31.543 prot_pool[c]  -> prot_G2TKE4[c] 	Bcoa_2117	  0.00	   Inf	  0.00
draw_prot_G2TKE5	51.2954 prot_pool[c]  -> prot_G2TKE5[c] 	Bcoa_2118	  0.00	   Inf	  0.00
draw_prot_G2TKF8	87.4026 prot_pool[c]  -> prot_G2TKF8[c] 	Bcoa_2268	  0.00	   Inf	  0.00
draw_prot_G2TKF9	41.1912 prot_pool[c]  -> prot_G2TKF9[c] 	Bcoa_2269	  0.00	   Inf	  0.00
draw_prot_G2TKG2	14.1323 prot_pool[c]  -> prot_G2TKG2[c] 	Bcoa_2272	  0.00	   Inf	  0.00
draw_prot_G2TKI6	44.4415 prot_pool[c]  -> prot_G2TKI6[c] 	Bcoa_2298	  0.00	   Inf	  0.00
draw_prot_G2TKL9	50.0983 prot_pool[c]  -> prot_G2TKL9[c] 	Bcoa_2331	  0.00	   Inf	  0.00
draw_prot_G2TKM2	52.5644 prot_pool[c]  -> prot_G2TKM2[c] 	Bcoa_2334	  0.00	   Inf	  0.00
draw_prot_G2TKM8	16.3147 prot_pool[c]  -> prot_G2TKM8[c] 	Bcoa_2549	  0.00	   Inf	  0.00
draw_prot_G2TKN4	34.7907 prot_pool[c]  -> prot_G2TKN4[c] 	Bcoa_2555	  0.00	   Inf	  0.00
draw_prot_G2TKQ5	63.5687 prot_pool[c]  -> prot_G2TKQ5[c] 	Bcoa_2576	  0.00	   Inf	  0.00
draw_prot_G2TKQ7	27.9529 prot_pool[c]  -> prot_G2TKQ7[c] 	Bcoa_2578	  0.00	   Inf	  0.00
draw_prot_G2TKR2	44.0609 prot_pool[c]  -> prot_G2TKR2[c] 	Bcoa_2583	  0.00	   Inf	  0.00
draw_prot_G2TKR4	22.91 prot_pool[c]  -> prot_G2TKR4[c] 	Bcoa_2585	  0.00	   Inf	  0.00
draw_prot_G2TKR5	64.8099 prot_pool[c]  -> prot_G2TKR5[c] 	Bcoa_2586	  0.00	   Inf	  0.00
draw_prot_G2TKR6	28.5747 prot_pool[c]  -> prot_G2TKR6[c] 	Bcoa_2587	  0.00	   Inf	  0.00
draw_prot_G2TKS3	29.6734 prot_pool[c]  -> prot_G2TKS3[c] 	Bcoa_2594	  0.00	   Inf	  0.00
draw_prot_G2TKS6	41.4418 prot_pool[c]  -> prot_G2TKS6[c] 	Bcoa_2597	  0.00	   Inf	  0.00
draw_prot_G2TKT0	21.7745 prot_pool[c]  -> prot_G2TKT0[c] 	Bcoa_2601	  0.00	   Inf	  0.00
draw_prot_G2TKU2	48.4973 prot_pool[c]  -> prot_G2TKU2[c] 	Bcoa_2613	  0.00	   Inf	  0.00
draw_prot_G2TKU4	33.2321 prot_pool[c]  -> prot_G2TKU4[c] 	Bcoa_2615	  0.00	   Inf	  0.00
